ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText,color
143.0,Mercedes-benz,S 65 AMG,S 65 AMG L,S 65 AMG L,MERCEDES-BENZ S 65 AMG L,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,8,2006,Benzin,612,schwarz,68800,"\"Ab MFK\"",5,Automat sequentiell,Blue
169.0,Aston Martin,DB7,DB7,DB7,ASTON MARTIN DB7,Coupé,3239,Zuzwil,null,Occasion,null,15.7 l/100km,2,Hinterradantrieb,4,1998,Benzin,332,beige,97200,"\"Ab MFK\"",4,Automatik-Getriebe,Blue
196.0,Mercedes-benz,S 320,S 320,S 320,MERCEDES-BENZ S 320,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,6,2000,Benzin,224,anthrazit,14100,"\"Ab MFK\"",5,Automat,Purple
264.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,8,2008,Benzin,500,braun,28000,"\"Ab MFK\"",5,Automat,Grey
331.0,Porsche,911,911 Carrera Targa,911 Carrera Targa,PORSCHE 911 Carrera Targa,Cabriolet,3596,Zuzwil,269 g/km,Occasion,G,11.1 l/100km,2,Hinterradantrieb,1,2002,Benzin,320,schwarz,128000,"\"Ab MFK\"",4,Schaltgetriebe manuell,Grey
335.0,Mercedes-benz,S-CLASS,S 55 L AMG,S 55 L AMG,MERCEDES-BENZ S 55 L AMG,Limousine,5439,Zuzwil,317 g/km,Occasion,G,13.2 l/100km,4,Hinterradantrieb,2,2003,Benzin,500,schwarz,73900,"\"Ab MFK\", \"Tuning\"",5,Automat,Grey
359.0,Land Rover,RANGE ROVER,RANGE ROVER 3.5,3.5,LAND ROVER RANGE ROVER 3.5,SUV / Geländewagen,3530,Zuzwil,null,Occasion,null,null,5,Allrad,3,1989,Benzin,168,grau,151300,null,5,Schaltgetriebe,Grey
395.0,Lexus,GS,GS 450h,GS 450h,LEXUS GS 450h,Limousine,3456,Zuzwil,186 g/km,Occasion,F,7.9 l/100km,4,Hinterradantrieb,7,2006,Benzin/Elektro,296,schwarz,34000,"\"Ab MFK\"",5,Automat stufenlos,Green
402.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,grau,42500,"\"Ab MFK\"",5,Automat,Green
42.0,BMW,X5,X5 4.4i,X5 4.4i,BMW X5 4.4i,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,11,2000,Benzin,286,schwarz,40500,"\"Ab MFK\"",5,Automat sequentiell,Beige
421.0,Porsche,911,911 Turbo,Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,null,Occasion,null,null,2,Allrad,2,2007,Benzin,800,schwarz,34000,"\"Ab MFK\", \"Tuning\"",2,Schaltgetriebe,Green
423.0,Mercedes-benz,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,5,2002,Benzin,476,anthrazit,33400,"\"Ab MFK\"",2,Automat,Green
437.0,Alfa Romeo,GTV,GTV 6 2.5,6 2.5,ALFA ROMEO GTV 6 2.5,Coupé,2491,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,6,1984,Benzin,160,anthrazit,584,null,4,Schaltgetriebe,Orange
528.0,Mercedes-benz,C 180,C 180 Esprit,C 180 Esprit,MERCEDES-BENZ C 180 Esprit,Limousine,1799,Zuzwil,218 g/km,Occasion,null,9.2 l/100km,4,Hinterradantrieb,11,1997,Benzin,122,schwarz,118200,"\"Ab MFK\"",5,Schaltgetriebe manuell,Black
631.0,Audi,R8,R8 Coupé 4.2,R8 Coupé 4.2,AUDI R8 Coupé 4.2,Coupé,4163,Zuzwil,326 g/km,Neu,G,13.9 l/100km,2,Allrad,10,2007,Benzin,420,schwarz,500,"\"Ab MFK\", \"Tuning\"",2,Automatik-Getriebe,Black
65.0,Mercedes-benz,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,12,2003,Benzin,500,schwarz,29500,"\"Ab MFK\"",4,Automat,Blue
71.0,Mercedes-benz,SLR,SLR McLaren Coupé,McLaren Coupé,MERCEDES-BENZ SLR McLaren Coupé,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,2005,Benzin,626,rot,26400,"\"Ab MFK\"",2,Automatik-Getriebe,Blue
926.0,Mercedes-benz,SL 500,SL 500 6.0 AMG,6.0 AMG,MERCEDES-BENZ SL 500 6.0 AMG,Cabriolet,5956,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1991,Benzin,380,blau,98000,"\"Ab MFK\"",4,Automatik-Getriebe,Silver
960.0,Mercedes-benz,S 600,S 600 L,S 600 L,MERCEDES-BENZ S 600 L,Limousine,5513,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2003,Benzin,500,schwarz,128800,"\"Ab MFK\"",5,Automat,Silver
971.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,schwarz,144100,"\"Ab MFK\"",5,Automat sequentiell,Silver
974.0,Bentley,ARNAGE,Arnage T,Arnage T,BENTLEY Arnage T,Limousine,6761,Zuzwil,null,Occasion,G,null,4,Hinterradantrieb,12,2003,Benzin,457,schwarz,57000,"\"Ab MFK\"",5,Automat,Silver
1017.0,VW,JETTA,Jetta 2.0 TDI Comfort,Jetta 2.0 TDI Comfort,VW Jetta 2.0 TDI Comfort,Limousine,1968,Zuzwil,154 g/km,Occasion,E,5.8 l/100km,4,Vorderradantrieb,3,2009,Diesel,140,grau,33500,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,Silver
1054.0,Mercedes-benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,10,1996,Benzin,320,schwarz,27600,"\"Ab MFK\"",0,Automat,Silver
1108.0,Autobianchi,A112,A112 Abarth Serie II,Abarth Serie II,AUTOBIANCHI A112 Abarth Serie II,Kleinwagen,981,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,6,1974,Benzin,57,mehrfarbig,9999,null,2,Schaltgetriebe,White
1123.0,Bentley,CONTINENTAL,Continental GT 6.0,Continental GT 6.0,BENTLEY Continental GT 6.0,Coupé,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,7,2004,Benzin,560,mehrfarbig,79700,"\"Ab MFK\"",4,Automat,White
1132.0,Jaguar,XJ 220,XJ 220,null,JAGUAR XJ 220,Coupé,3497,Zuzwil,null,Occasion,null,null,0,null,5,1996,null,550,grau,25000,"\"Ab MFK\"",2,Schaltgetriebe,White
172.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,beige,47600,"\"Ab MFK\"",5,Automat sequentiell,Blue
198.0,Mercedes-benz,"",170V B Cabrio 136,170V B Cabrio 136,MERCEDES-BENZ 170V B Cabrio 136,Coupé,1697,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,7,1939,Benzin,38,schwarz,1,null,4,Schaltgetriebe,Purple
240.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,10,2001,Benzin,420,schwarz,25900,"\"Ab MFK\"",4,Schaltgetriebe manuell,Grey
296.0,Bentley,CONTINENTAL,Continental GTC 6.0,Continental GTC 6.0,BENTLEY Continental GTC 6.0,Cabriolet,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,2,2007,Benzin,560,mehrfarbig,58000,"\"Ab MFK\"",4,Automat,Grey
298.0,Ferrari,F550,F550 Maranello,F550 Maranello,FERRARI F550 Maranello,Coupé,5474,Zuzwil,530 g/km,Occasion,null,22.9 l/100km,2,Hinterradantrieb,5,1997,Benzin,485,schwarz,62000,"\"Ab MFK\"",2,Schaltgetriebe manuell,Grey
417.0,Mercedes-benz,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,5,2000,Benzin,367,anthrazit,29000,"\"Ab MFK\"",4,Automat,Green
428.0,Chevrolet,CORVETTE,Corvette ZR1,Corvette ZR1,CHEVROLET Corvette ZR1,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,6,2009,Benzin,647,schwarz,6300,"\"Ab MFK\"",2,Schaltgetriebe manuell,Green
441.0,Bentley,TURBO,Turbo R,Turbo R,BENTLEY Turbo R,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,5,1990,Benzin,320,null,60100,"\"Ab MFK\"",5,Automat,Red
51.0,Ferrari,456,456M GT,456M GT,FERRARI 456M GT,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,grau,46500,"\"Ab MFK\"",4,Schaltgetriebe manuell,Blue
541.0,Renault,Alpine A110,Alpine A110 1600 S,1600 S,RENAULT Alpine A110 1600 S,Coupé,1605,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1972,Benzin,124,schwarz,68000,"\"Ab MFK\"",2,Schaltgetriebe,Black
626.0,Mercedes-benz,S 63 AMG,S 63 AMG L,S 63 AMG L,MERCEDES-BENZ S 63 AMG L,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2008,Benzin,525,grau,45600,"\"Ab MFK\"",5,Automat sequentiell,Black
63.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,beige,75200,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell,Blue
652.0,Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,Cabriolet,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1984,Benzin,231,mehrfarbig,137700,"\"Ab MFK\"",4,Schaltgetriebe manuell,Black
711.0,Audi,RS4,RS4 Cabriolet 4.2 quattro,RS4 Cabriolet 4.2 quattro,AUDI RS4 Cabriolet 4.2 quattro,Cabriolet,4163,Zuzwil,334 g/km,Occasion,G,13.9 l/100km,2,Allrad,6,2006,Benzin,420,schwarz,34650,"\"Ab MFK\"",4,Schaltgetriebe manuell,Black
724.0,BMW,740,740i,740i,BMW 740i,Limousine,4398,Zuzwil,329 g/km,Occasion,null,13.8 l/100km,4,Hinterradantrieb,12,1996,Benzin,286,schwarz,65000,"\"Ab MFK\"",5,Automat,Black
79.0,Mercedes-benz,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1993,Benzin,394,schwarz,37000,"\"Ab MFK\"",0,Automat,Blue
803.0,Porsche,911,911 Turbo ll 3.6,Turbo ll 3.6,PORSCHE 911 Turbo ll 3.6,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,445,schwarz,128200,"\"Ab MFK\"",2,Schaltgetriebe,Black
834.0,Rolls-royce,CORNICHE,CORNICHE Convertible,Convertible,ROLLS-ROYCE CORNICHE Convertible,Cabriolet,0,Basel,null,Oldtimer,null,null,0,Hinterradantrieb,1,1982,Benzin,0,anthrazit,70000,null,4,Automatik-Getriebe,Black
845.0,VW,TOUAREG,Touareg 5.0 TDI V10,Touareg 5.0 TDI V10,VW Touareg 5.0 TDI V10,SUV / Geländewagen,4921,Zuzwil,332 g/km,Occasion,G,12.3 l/100km,5,Allrad,11,2003,Diesel,313,schwarz,117800,"\"Ab MFK\"",5,Automat,Silver
870.0,Toyota,COROLLA,Corolla 2.0 D4D L.Terra,Corolla 2.0 D4D L.Terra,TOYOTA Corolla 2.0 D4D L.Terra,Kombi,1995,Zuzwil,152 g/km,Occasion,D,5.7 l/100km,5,Vorderradantrieb,6,2004,Diesel,116,grau,144000,"\"Ab MFK\"",5,Schaltgetriebe manuell,Silver
886.0,Land Rover,RANGE ROVER,Range Rover 5.0 V8 SC,Range Rover 5.0 V8 SC,LAND ROVER Range Rover 5.0 V8 SC,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,10,2010,Benzin,510,schwarz,9000,"\"Ab MFK\"",5,Automat,Silver
969.0,BMW-alpina,7 SERIES,7 SERIES B7 Turbo Limousine,B7 Turbo Limousine,BMW-ALPINA 7 SERIES B7 Turbo Limousine,Limousine,3000,Zuzwil,null,Oldtimer,null,null,4,null,3,1980,Benzin,300,schwarz,129400,"\"Ab MFK\"",5,Schaltgetriebe,Silver
989.0,Mercedes-benz,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,Coupé,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,1,2000,Benzin,306,grau,39600,"\"Ab MFK\"",4,Automat,Silver
106.0,Audi,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,11,2003,Benzin,335,schwarz,26300,"\"Ab MFK\"",5,Automat sequentiell,Blue
14.0,Audi,Cabriolet,Cabriolet 2.8 E,Cabriolet 2.8 E,AUDI Cabriolet 2.8 E,Cabriolet,2771,Zuzwil,254 g/km,Occasion,null,11.4 l/100km,2,Vorderradantrieb,7,1996,Benzin,174,mehrfarbig,120200,"\"Ab MFK\"",4,Automat,Other
211.0,Maserati,QUATTROPORTE,Quattroporte 4.2 Sport GT,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,4,2008,Benzin,400,schwarz,80000,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,Bronze
230.0,Chrysler,VIPER,Viper RT/10,Viper RT/10,CHRYSLER Viper RT/10,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,364,grau,28600,"\"Ab MFK\"",2,Schaltgetriebe manuell,Yellow
249.0,Porsche,911,911 Carrera Targa,911 Carrera Targa,PORSCHE 911 Carrera Targa,Cabriolet,3596,Zuzwil,269 g/km,Occasion,null,11.1 l/100km,2,Hinterradantrieb,5,2002,Benzin,320,schwarz,61800,"\"Ab MFK\"",4,Automatik-Getriebe,Grey
269.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,6,2002,Benzin,420,blau,52900,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell,Grey
274.0,Toyota,CELICA,Celica 2800 i Supra,Celica 2800 i Supra,TOYOTA Celica 2800 i Supra,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,grau,158000,"\"Ab MFK\"",5,Schaltgetriebe manuell,Grey
334.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,8,2001,Benzin,420,schwarz,74100,"\"Ab MFK\"",4,Automatik-Getriebe,Grey
41.0,Mercedes-benz,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,Limousine,6209,Zuzwil,345 g/km,Occasion,G,14.5 l/100km,4,Hinterradantrieb,12,2008,Benzin,515,braun,19100,"\"Ab MFK\"",4,Automat sequentiell,Beige
445.0,Mercedes-benz,SL 65 AMG,SL 65 AMG,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,15.1 l/100km,2,Hinterradantrieb,5,2005,Benzin,612,null,22100,null,2,Automat,Red
494.0,Audi,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,Limousine,4172,Zuzwil,322 g/km,Occasion,null,13.5 l/100km,4,Allrad,1,1999,Benzin,300,schwarz,69900,"\"Ab MFK\"",5,Automat,Red
502.0,Toyota,"",1000 / Publica,1000 / Publica,TOYOTA 1000 / Publica,Limousine,993,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1977,Benzin,47,mehrfarbig,78000,"\"Ab MFK\"",5,Schaltgetriebe manuell,Red
55.0,Lamborghini,MURCIÉLAGO,Murciélago LP640-4 Cpé,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé,Coupé,6496,Zuzwil,495 g/km,Occasion,G,21.3 l/100km,2,Allrad,3,2007,Benzin,641,schwarz,33000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Blue
606.0,Aston Martin,V8 Vantage,V8 Vantage 4.3,V8 Vantage 4.3,ASTON MARTIN V8 Vantage 4.3,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,1,2006,Benzin,385,braun,92500,"\"Ab MFK\"",2,Schaltgetriebe manuell,Black
710.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1994,Benzin,490,schwarz,41700,"\"Ab MFK\"",4,Schaltgetriebe manuell,Black
726.0,Porsche,911,911 Turbo Cabrio,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,4,2008,Benzin,480,braun,35500,"\"Ab MFK\"",2,Schaltgetriebe manuell,Black
74.0,Lamborghini,DIABLO,Diablo 5.7,Diablo 5.7,LAMBORGHINI Diablo 5.7,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1993,Benzin,492,beige,26800,"\"Ab MFK\"",2,Schaltgetriebe manuell,Blue
749.0,Audi,RS6,RS6 Avant 4.0 TFSI V8 qu,RS6 Avant 4.0 TFSI V8 qu,AUDI RS6 Avant 4.0 TFSI V8 qu,Kombi,3993,Zuzwil,229 g/km,Occasion,G,9.8 l/100km,5,Allrad,3,2013,Benzin,560,schwarz,6000,"\"Ab MFK\"",5,Automat sequentiell,Black
759.0,Porsche,911,911 GTR (GT3),GTR (GT3),PORSCHE 911 GTR (GT3),Coupé,3600,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,2001,Benzin,650,schwarz,16300,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe,Black
801.0,BMW,M6,M6,M6,BMW M6,Cabriolet,4395,Zuzwil,239 g/km,Occasion,G,10.3 l/100km,2,Hinterradantrieb,6,2012,Benzin,560,schwarz,66800,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Black
857.0,Ford (usa),MUSTANG,Mustang,null,FORD (USA) Mustang,Cabriolet,7200,Sursee,null,Occasion,null,null,3,Hinterradantrieb,3,1968,Benzin,360,schwarz,1000,null,4,Automat,Silver
906.0,Triumph,TR3,TR3,null,TRIUMPH TR3,Cabriolet,1991,Safenwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1957,Benzin,90,bordeaux,98320,"\"Ab MFK\"",2,Schaltgetriebe manuell,Silver
978.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Coupé,3600,Zuzwil,376 g/km,Occasion,null,15.7 l/100km,2,Allrad,4,1995,Benzin,408,schwarz,127850,"\"Ab MFK\"",4,Schaltgetriebe manuell,Silver
990.0,Lamborghini,AVENTADOR,Aventador LP700-4 Rds,Aventador LP700-4 Rds,LAMBORGHINI Aventador LP700-4 Rds,Cabriolet,6498,Sursee,370 g/km,Occasion,G,16.0 l/100km,2,Allrad,1,2014,Benzin,700,schwarz,150,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,Silver
107.0,Bentley,ARNAGE,Arnage Red Label,Arnage Red Label,BENTLEY Arnage Red Label,Limousine,6761,Zuzwil,456 g/km,Occasion,G,19.2 l/100km,4,Hinterradantrieb,5,2000,Benzin,405,grau,19300,"\"Ab MFK\"",5,Automat,Blue
1093.0,Porsche,911,911 Turbo S Cabrio,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,7,2011,Benzin,530,mehrfarbig,14000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,White
1148.0,Ferrari,456,456M GT,456M GT,FERRARI 456M GT,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,schwarz,36000,"\"Ab MFK\"",4,Schaltgetriebe manuell,White
12.0,BMW,X5,X5 4.6is,X5 4.6is,BMW X5 4.6is,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,11,2002,Benzin,347,schwarz,26500,"\"Ab MFK\"",5,Automat sequentiell,Other
155.0,Mercedes-benz,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,2,1998,Benzin,354,schwarz,86900,"\"Ab MFK\"",5,Automat,Blue
174.0,Renault,ALPINE,ALPINE A310 1600 VG,A310 1600 VG,RENAULT ALPINE A310 1600 VG,Limousine,1647,Zuzwil,null,Oldtimer,null,null,0,Hinterradantrieb,6,1976,Benzin,0,anthrazit,59800,"\"Ab MFK\"",0,Schaltgetriebe,Blue
209.0,Audi,A6,A6 Avant 2.7 T q.Ambiente,A6 Avant 2.7 T q.Ambiente,AUDI A6 Avant 2.7 T q.Ambiente,Kombi,2671,Zuzwil,283 g/km,Occasion,null,11.8 l/100km,5,Allrad,9,1999,Benzin,230,beige,171700,"\"Ab MFK\"",5,Automatik-Getriebe,Purple
256.0,Ferrari,F360,F360 Spider,F360 Spider,FERRARI F360 Spider,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,9,2002,Benzin,400,blau,16600,"\"Ab MFK\"",2,Schaltgetriebe manuell,Grey
282.0,Maserati,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,Cabriolet,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,6,2003,Benzin,390,schwarz,50300,"\"Ab MFK\"",2,Automatik-Getriebe,Grey
35.0,Mercedes-benz,CLS 500,CLS 500,CLS 500,MERCEDES-BENZ CLS 500,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,1,2005,Benzin,306,beige,95400,"\"Ab MFK\"",4,Automat sequentiell,Other
355.0,BMW,530 Gran Turismo,530d GT,530d GT,BMW 530d GT,Limousine,2993,Zuzwil,173 g/km,Occasion,E,6.5 l/100km,5,Hinterradantrieb,1,2010,Diesel,245,beige,67800,"\"Ab MFK\"",5,Automat sequentiell,Grey
370.0,Mercedes-benz,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,2,2002,Benzin,306,anthrazit,47300,"\"Ab MFK\"",2,Automat,Grey
412.0,Peugeot,406,406 Coupé 3.0 V6 Pack,406 Coupé 3.0 V6 Pack,PEUGEOT 406 Coupé 3.0 V6 Pack,Coupé,2946,Zuzwil,238 g/km,Occasion,G,10.0 l/100km,2,Vorderradantrieb,10,2003,Benzin,208,braun,72600,"\"Ab MFK\"",4,Schaltgetriebe manuell,Green
529.0,Lamborghini,MURCIÉLAGO,Murciélago 6.2 Coupé,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé,Coupé,6192,Zuzwil,500 g/km,Occasion,G,21.5 l/100km,2,Allrad,7,2005,Benzin,580,schwarz,49800,"\"Ab MFK\", \"Tuning\"",2,Automatisiertes Schaltgetriebe,Black
595.0,Aston Martin,V8 Vantage,V8 Vantage 4.3,V8 Vantage 4.3,ASTON MARTIN V8 Vantage 4.3,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,2,2007,Benzin,385,schwarz,35500,"\"Ab MFK\"",2,Schaltgetriebe manuell,Black
597.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,SUV / Geländewagen,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2011,Benzin,500,schwarz,39000,"\"Ab MFK\"",5,Automat sequentiell,Black
633.0,BMW,M6,M6,M6,BMW M6,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,4,2005,Benzin,507,schwarz,58300,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,Black
693.0,Bentley,CONTINENTAL,Continental GT 6.0,Continental GT 6.0,BENTLEY Continental GT 6.0,Coupé,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,1,2005,Benzin,560,beige,84000,"\"Ab MFK\"",4,Automat,Black
73.0,Jaguar,XJ,XJ8 4.2 V8 Sovereign,XJ8 4.2 V8 Sovereign,JAGUAR XJ8 4.2 V8 Sovereign,Limousine,4196,Zuzwil,269 g/km,Occasion,G,11.4 l/100km,4,Hinterradantrieb,11,2007,Benzin,298,beige,74000,"\"Ab MFK\"",5,Automat,Blue
732.0,Mercedes-benz,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,Cabriolet,3199,Zuzwil,274 g/km,Occasion,G,11.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,224,schwarz,8900,"\"Ab MFK\"",2,Automat,Black
756.0,Porsche,911,911 Carrera 4S Cabrio,911 Carrera 4S Cabrio,PORSCHE 911 Carrera 4S Cabrio,Cabriolet,3824,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Allrad,5,2006,Benzin,355,schwarz,30600,"\"Ab MFK\"",2,Schaltgetriebe manuell,Black
765.0,Porsche,911,911 Turbo Cabrio,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,9,2007,Benzin,480,schwarz,46500,"\"Ab MFK\"",2,Schaltgetriebe manuell,Black
854.0,Aston Martin,DB9,DB9,DB9,ASTON MARTIN DB9,Coupé,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,1,2005,Benzin,457,schwarz,40800,"\"Ab MFK\"",4,Automat sequentiell,Silver
